order_id,customer_id,order_date,status,region_code
O10042,C1267,2025-08-24 01:21:10,SHIPPED,NORTH
O10043,C1077,26-10-2025 09:15:59,DELIVERED,SOUTH
O10044,C1416,2025-11-28 21:46:20,DELIVERED,CENTRAL
O10045,C1294,2026-02-27 20:13:27,PLACED,SOUTH
O10046,C1486,2024-08-13 19:04:44,PLACED,EAST
O10047,,2025-01-30 15:56:19,PLACED,SOUTH
O10048,C1003,2025-07-05 08:24:27,PLACED,SOUTH
O10049,C1504,2024-06-23 14:34:45,SHIPPED,EAST
O10050,C1493,2024-07-05 09:52:31,DELIVERED,CENTRAL
O10051,C1191,2025-08-10 10:59:10,DELIVERED,EAST
O10052,C1197,2024-08-13 23:33:30,DELIVERED,CENTRAL
O10053,C1511,2025-05-23 05:35:03,RETURNED,NORTH
O10054,C1307,2025-04-06 06:44:36,DELIVERED,EAST
O10055,C1240,2026-01-09 16:36:30,SHIPPED,WEST
O10056,C1501,2025-12-13 20:30:44,SHIPPED,WEST
O10057,C1139,2025-02-15 15:46:53,SHIPPED,WEST
O10058,C1356,2025-11-10 01:05:50,RETURNED,EAST
O10059,C1066,2024-09-18 11:29:18,DELIVERED,WEST
O10060,C1032,2024-10-30 15:45:59,SHIPPED,WEST
O10061,C1176,2024-09-14 08:36:57,CANCELLED,EAST
O10062,C1081,2026-01-31 18:14:38,SHIPPED,EAST
O10063,C1443,2025-12-18 03:32:33,DELIVERED,SOUTH
O10064,C1212,2024-12-11 05:26:49,DELIVERED,NORTH
O10065,C1298,2025-10-13 10:04:18,DELIVERED,EAST
O10066,C1001,2025-02-07 02:12:15,DELIVERED,WEST
O10067,C1329,2026-01-11 06:43:00,PLACED,CENTRAL
O10068,C1217,2025-03-26 19:36:27,DELIVERED,EAST
O10069,,2025-11-09 22:18:22,DELIVERED,NORTH
O10070,C1208,2024-06-20 23:20:04,RETURNED,EAST
O10071,C1266,2025-05-28 08:12:36,DELIVERED,NORTH
O10072,C1151,2024-09-30 05:03:04,PLACED,SOUTH
O10073,C1426,2024-11-12 10:50:38,PLACED,WEST
O10074,C1118,2025-09-17 16:51:22,DELIVERED,WEST
O10075,C1220,2025-03-26 01:48:10,DELIVERED,CENTRAL
O10076,C1409,2024-07-23 19:47:05,PLACED,CENTRAL
O10077,C1272,2024-07-16 13:58:06,RETURNED,WEST
O10078,C1246,2024-08-10 19:03:28,DELIVERED,NORTH
O10079,C1016,2026-02-21 19:09:17,DELIVERED,NORTH
O10080,C1101,2024-12-14 08:25:09,PLACED,WEST
O10081,C1166,2024-08-12 10:42:18,DELIVERED,EAST
O10082,C1090,2025-06-03 13:41:36,PLACED,WEST
O10083,C1351,2024-10-07 09:57:26,DELIVERED,SOUTH
O10084,C1198,2026-02-19 14:59:40,PLACED,SOUTH
O10085,C1433,2025-09-17 06:58:34,RETURNED,SOUTH
O10086,C1413,01-06-2025 02:50:07,DELIVERED,NORTH
O10087,C1187,2025-08-19 20:51:41,SHIPPED,NORTH
O10088,C1394,2024-12-29 19:31:55,DELIVERED,EAST
O10089,C1076,2025-09-10 01:01:46,PLACED,SOUTH
O10090,C1439,2025-01-01 22:51:04,DELIVERED,CENTRAL
O10091,C1024,2026-04-12 00:28:09,CANCELLED,EAST
O10092,C1027,2026-04-02 03:58:36,DELIVERED,SOUTH
O10093,C1438,07-11-2025 20:23:05,CANCELLED,CENTRAL
O10094,C1259,2025-06-17 19:52:29,DELIVERED,NORTH
O10095,C1396,2024-10-26 11:15:25,DELIVERED,WEST
O10096,C1397,2025-08-11 09:01:46,SHIPPED,WEST
O10097,C1109,2024-11-25 11:45:40,PLACED,NORTH
O10098,C1296,2026-01-17 14:30:45,DELIVERED,SOUTH
O10099,C1075,2025-12-28 02:08:51,SHIPPED,WEST
O10100,C1015,21-01-2026 08:26:02,DELIVERED,CENTRAL
O10101,C1057,2025-08-03 05:44:40,SHIPPED,CENTRAL
O10102,C1053,2026-01-18 22:38:37,DELIVERED,SOUTH
O10103,C1420,2024-08-12 00:34:09,DELIVERED,NORTH
O10104,C1395,2024-08-20 05:50:52,DELIVERED,EAST
O10105,C1283,2026-02-02 09:54:28,DELIVERED,EAST
O10106,C1254,2025-09-26 21:19:49,RETURNED,NORTH
O10107,C1019,2024-11-18 15:29:32,SHIPPED,NORTH
O10108,C1517,2025-11-27 14:51:33,DELIVERED,NORTH
O10109,C1045,2025-09-29 20:20:00,CANCELLED,CENTRAL
O10110,C1137,2024-12-06 16:26:58,DELIVERED,WEST
O10111,C1183,2025-01-05 23:46:40,CANCELLED,WEST
O10112,C1054,2026-01-14 01:59:03,SHIPPED,SOUTH
O10113,C1189,12-10-2024 12:53:52,SHIPPED,WEST
O10114,C1012,2024-08-07 15:56:23,DELIVERED,EAST
O10115,C1454,2024-09-16 03:44:45,DELIVERED,CENTRAL
O10116,C1421,2024-12-16 09:30:17,CANCELLED,CENTRAL
O10117,C1251,2025-09-03 06:37:18,PLACED,CENTRAL
O10118,C1221,2025-10-15 13:06:10,DELIVERED,SOUTH
O10119,C1194,2024-08-10 13:27:03,DELIVERED,NORTH
O10120,C1056,2025-01-12 11:09:46,DELIVERED,EAST
O10121,C1039,2024-06-05 23:13:10,PLACED,EAST
O10122,C1422,2024-10-16 09:12:04,DELIVERED,EAST
O10123,,2024-08-24 20:07:25,DELIVERED,NORTH
O10124,C1126,2025-06-27 15:24:28,SHIPPED,NORTH
O10125,C1161,23-10-2024 15:51:32,DELIVERED,WEST
O10126,C1433,2024-07-12 08:12:00,RETURNED,CENTRAL
O10127,C1102,2025-03-18 15:44:51,CANCELLED,WEST
O10128,C1249,2025-10-10 16:15:24,DELIVERED,EAST
O10129,C1135,12-10-2025 10:59:14,DELIVERED,WEST
O10130,C1111,2025-04-02 12:07:10,SHIPPED,NORTH
O10131,C1106,2025-07-20 09:51:57,DELIVERED,NORTH
O10132,C1203,2025-04-15 04:12:30,PLACED,WEST
O10133,C1473,2025-06-03 17:08:03,SHIPPED,SOUTH
O10134,C1411,2024-07-29 03:07:01,DELIVERED,WEST
O10135,C1089,2024-06-06 16:13:17,DELIVERED,EAST
O10136,C1066,2025-10-21 13:40:54,DELIVERED,CENTRAL
O10137,C1152,2025-02-25 11:48:43,SHIPPED,CENTRAL
O10138,C1168,26-09-2024 11:59:33,DELIVERED,WEST
O10139,C1332,2025-02-08 18:47:30,SHIPPED,CENTRAL
O10140,C1252,2026-01-21 01:13:44,DELIVERED,WEST
O10141,C1010,2025-01-03 05:12:17,SHIPPED,EAST
O10142,C1231,2025-10-13 21:59:45,SHIPPED,WEST
O10143,C1244,2026-01-19 20:26:12,CANCELLED,CENTRAL
O10144,C1480,2025-03-15 04:55:55,SHIPPED,CENTRAL
O10145,C1033,2025-12-20 22:30:59,SHIPPED,WEST
O10146,C1538,2026-04-08 14:42:37,PLACED,NORTH
O10147,C1140,2026-03-24 15:23:36,DELIVERED,WEST
O10148,C1272,2025-07-17 15:34:45,SHIPPED,WEST
O10149,C1024,17-06-2025 11:14:12,DELIVERED,NORTH
O10150,C1037,2025-08-28 07:14:48,SHIPPED,SOUTH
O10151,C1395,2024-07-10 02:24:24,DELIVERED,EAST
O10152,C1519,2025-09-17 20:31:10,DELIVERED,NORTH
O10153,C1479,2024-11-26 12:35:28,DELIVERED,NORTH
O10154,C1494,2025-06-13 06:26:58,DELIVERED,CENTRAL
O10155,C1046,2026-02-13 14:15:49,SHIPPED,WEST
O10156,C1060,2025-01-04 01:27:53,PLACED,NORTH
O10157,C1149,2025-02-05 15:36:41,CANCELLED,CENTRAL
O10158,C1270,2025-04-09 04:46:02,PLACED,WEST
O10159,C1546,2026-01-23 18:29:04,DELIVERED,NORTH
O10160,C1188,2026-03-25 20:51:42,DELIVERED,NORTH
O10161,C1451,2026-01-17 04:27:38,CANCELLED,SOUTH
O10162,C1436,2025-11-10 06:38:08,DELIVERED,NORTH
O10163,C1496,2024-07-11 00:11:44,DELIVERED,EAST
O10164,,2024-12-14 23:37:36,SHIPPED,EAST
O10165,C1184,2025-02-09 14:51:48,DELIVERED,NORTH
O10166,C1264,2025-11-05 03:29:20,DELIVERED,SOUTH
O10167,C1133,2025-02-09 14:49:42,RETURNED,SOUTH
O10168,C1439,2024-08-05 12:30:30,DELIVERED,NORTH
O10169,C1306,2024-12-01 06:05:38,PLACED,CENTRAL
O10170,C1253,2025-04-18 06:55:19,DELIVERED,EAST
O10171,,2024-10-22 11:52:15,PLACED,EAST
O10172,C1204,2025-11-07 23:12:16,DELIVERED,WEST
O10173,C1388,2025-05-05 05:33:27,DELIVERED,NORTH
O10174,C1246,2025-02-12 09:38:00,CANCELLED,NORTH
O10175,C1302,2025-11-11 04:55:18,PLACED,CENTRAL
O10176,C1125,2025-05-24 22:27:27,DELIVERED,NORTH
O10177,C1148,2026-03-15 21:03:38,SHIPPED,EAST
O10178,C1289,2025-01-23 14:37:02,DELIVERED,EAST
O10179,C1221,2024-12-08 00:16:11,SHIPPED,SOUTH
O10180,C1464,2025-01-21 19:55:27,RETURNED,EAST
O10181,C1476,2026-01-31 05:55:29,DELIVERED,SOUTH
O10182,C1152,2025-12-15 07:36:02,DELIVERED,NORTH
O10183,C1501,2024-11-17 19:25:32,RETURNED,EAST
O10184,C1004,2024-12-19 04:52:51,SHIPPED,WEST
O10185,C1341,2024-06-30 12:56:28,SHIPPED,CENTRAL
O10186,C1139,2026-01-29 12:58:33,CANCELLED,EAST
O10187,C1223,2025-12-20 04:26:17,SHIPPED,SOUTH
O10188,C1513,2024-09-11 10:22:52,DELIVERED,NORTH
O10189,C1524,2025-11-29 04:44:54,DELIVERED,SOUTH
O10190,C1510,2025-02-11 12:09:40,DELIVERED,SOUTH
O10191,C1204,2025-05-03 13:17:04,RETURNED,SOUTH
O10192,C1105,2024-06-28 03:01:21,DELIVERED,CENTRAL
O10193,C1411,2025-06-27 11:41:53,SHIPPED,EAST
O10194,C1147,08-06-2024 19:03:33,DELIVERED,WEST
O10195,C1339,2024-06-02 12:58:39,DELIVERED,EAST
O10196,C1529,2025-03-01 16:47:07,DELIVERED,CENTRAL
O10197,C1141,2024-09-26 05:51:00,SHIPPED,CENTRAL
O10198,C1197,2026-04-29 15:13:48,SHIPPED,EAST
O10199,C1326,2025-03-04 20:14:04,DELIVERED,SOUTH
O10200,C1353,2025-05-29 22:10:03,DELIVERED,CENTRAL
O10201,C1422,2024-08-01 14:07:33,DELIVERED,EAST
O10202,C1431,2025-08-11 04:18:55,PLACED,SOUTH
O10203,C1306,2024-10-15 09:02:23,PLACED,EAST
O10204,C1117,2025-02-25 12:54:58,DELIVERED,SOUTH
O10205,C1376,2025-09-17 02:57:42,SHIPPED,EAST
O10206,C1425,2025-07-15 20:45:11,SHIPPED,WEST
O10207,C1342,2024-10-05 14:52:10,RETURNED,EAST
O10208,C1284,2024-10-09 16:54:20,SHIPPED,CENTRAL
O10209,C1413,2024-11-10 10:36:14,PLACED,NORTH
O10210,C1412,2026-02-01 03:43:47,RETURNED,NORTH
O10211,C1201,2024-09-26 11:15:30,CANCELLED,WEST
O10212,C1504,2025-01-08 21:48:27,DELIVERED,SOUTH
O10213,C1092,2025-07-08 04:56:30,DELIVERED,SOUTH
O10214,C1472,2024-08-24 19:10:57,PLACED,EAST
O10215,C1175,2025-05-26 22:10:52,DELIVERED,WEST
O10216,C1402,2024-08-02 13:02:37,CANCELLED,WEST
O10217,C1259,2025-08-19 16:14:10,DELIVERED,EAST
O10218,C1101,2024-06-30 11:32:01,SHIPPED,WEST
O10219,C1050,2024-08-23 23:23:10,DELIVERED,WEST
O10220,C1547,2024-09-22 14:54:13,SHIPPED,SOUTH
O10221,C1466,2024-10-27 14:42:36,DELIVERED,WEST
O10222,C1098,2024-08-22 12:26:55,SHIPPED,WEST
O10223,C1229,29-09-2025 12:47:54,PLACED,WEST
O10224,C1021,2025-01-02 10:01:05,SHIPPED,CENTRAL
O10225,C1083,2024-07-13 13:44:39,DELIVERED,NORTH
O10226,,2025-06-15 05:41:50,PLACED,WEST
O10227,,2024-08-29 13:21:07,PLACED,SOUTH
O10228,C1376,2024-09-14 14:29:18,PLACED,WEST
O10229,C1191,2024-06-19 20:54:27,DELIVERED,SOUTH
O10230,C1257,2025-08-24 00:49:30,SHIPPED,SOUTH
O10231,C1503,2026-03-03 10:44:18,DELIVERED,NORTH
O10232,C1513,2024-07-30 17:35:59,DELIVERED,EAST
O10233,C1054,2025-01-19 09:36:16,DELIVERED,CENTRAL
O10234,C1494,2024-10-08 12:05:36,SHIPPED,WEST
O10235,C1181,2026-04-21 04:41:28,DELIVERED,CENTRAL
O10236,C1310,2026-03-17 01:18:43,SHIPPED,NORTH
O10237,C1379,2024-12-19 19:40:50,PLACED,NORTH
O10238,C1455,2024-11-02 10:39:18,SHIPPED,CENTRAL
O10239,,2024-06-15 04:13:36,DELIVERED,EAST
O10240,,2025-04-24 02:16:12,DELIVERED,EAST
O10241,C1524,2025-05-04 10:56:02,DELIVERED,SOUTH
O10242,C1130,2025-06-13 14:26:16,CANCELLED,SOUTH
O10243,C1502,2025-03-07 11:24:20,SHIPPED,WEST
O10244,C1030,2025-10-08 00:14:17,RETURNED,WEST
O10245,C1261,2024-06-23 08:13:27,PLACED,NORTH
O10246,C1311,2024-09-18 17:26:52,SHIPPED,SOUTH
O10247,C1375,2025-10-25 07:46:32,CANCELLED,WEST
O10248,C1214,2025-05-16 12:53:51,SHIPPED,CENTRAL
O10249,C1198,2024-10-05 10:30:45,RETURNED,EAST
O10250,C1465,2025-09-29 11:42:39,PLACED,CENTRAL
O10251,,2026-02-06 19:06:44,DELIVERED,EAST
O10252,C1096,2026-04-18 00:52:37,PLACED,NORTH
O10253,C1098,2024-12-07 15:50:40,DELIVERED,WEST
O10254,C1511,2024-10-10 20:31:43,DELIVERED,CENTRAL
O10255,C1053,2024-06-01 12:33:13,DELIVERED,CENTRAL
O10256,C1156,2026-01-23 01:25:49,RETURNED,WEST
O10257,C1136,05-12-2025 00:05:26,SHIPPED,SOUTH
O10258,C1191,2026-04-16 07:18:24,DELIVERED,WEST
O10259,C1070,2024-10-31 16:22:05,DELIVERED,EAST
O10260,C1443,2026-02-21 03:42:55,DELIVERED,CENTRAL
O10261,C1409,2024-12-30 10:34:35,CANCELLED,EAST
O10262,C1504,2026-03-10 22:59:42,DELIVERED,SOUTH
O10263,,2025-05-17 08:01:35,PLACED,EAST
O10264,C1007,2025-06-16 11:09:18,DELIVERED,EAST
O10265,C1280,2024-07-14 06:27:26,RETURNED,WEST
O10266,C1549,2025-11-27 20:28:31,DELIVERED,WEST
O10267,C1015,2025-11-25 04:20:00,RETURNED,NORTH
O10268,C1188,2025-01-22 05:43:07,DELIVERED,WEST
O10269,C1134,19-09-2024 08:30:50,PLACED,CENTRAL
O10270,C1002,2025-11-30 10:14:45,SHIPPED,SOUTH
O10271,C1106,2025-11-07 04:57:58,DELIVERED,CENTRAL
O10272,C1155,2024-12-01 12:01:52,DELIVERED,WEST
O10273,C1315,2025-11-13 23:22:01,PLACED,NORTH
O10274,,2025-01-17 04:25:47,SHIPPED,SOUTH
O10275,C1137,2025-04-14 02:10:02,PLACED,NORTH
O10276,C1107,2025-08-09 04:12:54,DELIVERED,WEST
O10277,C1479,2025-11-06 19:50:33,DELIVERED,SOUTH
O10278,C1313,2024-12-24 18:36:13,DELIVERED,CENTRAL
O10279,C1349,2024-11-11 15:16:55,SHIPPED,NORTH
O10280,C1504,2025-09-19 09:58:22,RETURNED,SOUTH
O10281,C1079,2024-09-20 03:43:21,DELIVERED,SOUTH
O10282,C1115,2025-10-19 11:21:32,RETURNED,NORTH
O10283,C1163,2025-09-06 21:21:34,SHIPPED,NORTH
O10284,C1040,2025-01-02 03:57:30,DELIVERED,WEST
O10285,C1491,2025-09-12 22:46:17,DELIVERED,EAST
O10286,C1292,2025-11-06 13:14:33,DELIVERED,NORTH
O10287,C1306,2024-10-07 12:01:46,DELIVERED,CENTRAL
O10288,C1534,2026-02-08 17:38:43,DELIVERED,EAST
O10289,C1008,2025-10-19 01:22:00,DELIVERED,CENTRAL
O10290,C1258,2024-09-30 07:30:38,RETURNED,CENTRAL
O10291,C1455,2025-04-19 18:20:18,SHIPPED,WEST
O10292,C1545,2025-07-29 21:34:15,PLACED,SOUTH
O10293,C1408,2025-12-19 17:42:47,RETURNED,CENTRAL
O10294,C1442,2025-02-06 23:06:31,DELIVERED,NORTH
O10295,C1128,2024-08-08 09:26:46,SHIPPED,WEST
O10296,C1383,2024-12-06 11:04:02,DELIVERED,CENTRAL
O10297,C1011,2025-11-21 13:37:31,DELIVERED,EAST
O10298,,2026-04-22 08:43:28,DELIVERED,EAST
O10299,C1387,2025-10-16 07:35:01,SHIPPED,SOUTH
O10300,C1340,2025-03-15 06:03:23,DELIVERED,SOUTH
O10301,C1292,2025-11-25 14:43:12,SHIPPED,NORTH
O10302,C1056,2025-08-11 08:58:30,SHIPPED,CENTRAL
O10303,C1202,2025-08-07 19:17:06,RETURNED,WEST
O10304,C1428,2026-03-01 19:12:23,DELIVERED,EAST
O10305,C1399,2025-01-21 18:01:00,RETURNED,CENTRAL
O10306,C1416,2026-01-07 00:58:36,DELIVERED,SOUTH
O10307,C1455,2025-06-24 13:21:53,DELIVERED,CENTRAL
O10308,,2026-01-09 03:32:26,DELIVERED,CENTRAL
O10309,C1163,20-01-2025 19:43:28,DELIVERED,WEST
O10310,C1046,2026-02-24 18:51:45,RETURNED,CENTRAL
O10311,,2025-05-16 21:13:39,CANCELLED,EAST
O10312,C1373,2025-06-30 19:43:15,DELIVERED,CENTRAL
O10313,C1271,2024-11-21 13:39:40,CANCELLED,SOUTH
O10314,C1400,26-10-2024 15:12:03,DELIVERED,EAST
O10315,C1110,2025-01-13 16:41:21,DELIVERED,NORTH
O10316,C1046,2025-10-12 15:33:54,DELIVERED,WEST
O10317,C1051,2025-12-23 04:24:58,DELIVERED,WEST
O10318,C1319,21-08-2024 01:30:01,SHIPPED,SOUTH
O10319,C1470,2024-09-18 17:54:42,SHIPPED,CENTRAL
O10320,C1186,2025-09-23 04:37:30,CANCELLED,EAST
O10321,C1049,2025-01-17 19:26:24,RETURNED,WEST
O10322,C1504,2024-06-11 10:02:39,PLACED,SOUTH
O10323,C1440,2024-10-31 03:49:03,DELIVERED,EAST
O10324,C1485,2026-04-18 20:44:34,DELIVERED,NORTH
O10325,C1327,2025-11-01 10:26:41,SHIPPED,CENTRAL
O10326,C1056,2024-07-27 06:12:01,DELIVERED,CENTRAL
O10327,C1485,2025-12-18 07:55:29,CANCELLED,NORTH
O10328,C1440,2025-04-30 21:36:33,DELIVERED,EAST
O10329,,2024-11-24 12:45:47,SHIPPED,NORTH
O10330,C1327,2025-11-12 06:05:40,RETURNED,EAST
O10331,C1359,2024-06-04 19:15:20,SHIPPED,WEST
O10332,C1110,2026-03-23 23:58:40,DELIVERED,EAST
O10333,C1451,2025-01-06 11:33:08,SHIPPED,WEST
O10334,C1410,2024-07-13 10:06:17,DELIVERED,SOUTH
O10335,C1394,2026-04-23 23:38:22,DELIVERED,NORTH
O10336,C1137,2026-02-24 12:46:39,SHIPPED,EAST
O10337,C1132,2025-12-01 07:28:59,PLACED,EAST
O10338,C1481,2025-12-21 11:09:14,PLACED,CENTRAL
O10339,C1021,04-09-2024 16:12:52,CANCELLED,NORTH
O10340,C1175,2026-01-24 19:00:07,DELIVERED,NORTH
O10341,C1359,2024-06-06 21:45:10,SHIPPED,NORTH
O10342,C1066,2025-04-30 18:02:10,PLACED,NORTH
O10343,C1010,2025-12-25 18:36:25,DELIVERED,EAST
O10344,C1128,2026-02-02 06:34:35,DELIVERED,EAST
O10345,C1333,2024-06-19 14:17:24,DELIVERED,EAST
O10346,C1351,2026-01-23 10:39:22,DELIVERED,WEST
O10347,C1409,2024-10-26 09:45:11,DELIVERED,NORTH
O10348,C1016,2025-07-25 19:03:31,DELIVERED,CENTRAL
O10349,C1449,2024-11-07 23:36:38,RETURNED,NORTH
O10350,C1354,2025-07-01 21:57:38,DELIVERED,SOUTH
O10351,C1276,18-02-2026 16:11:44,DELIVERED,WEST
O10352,C1193,2024-09-04 03:45:03,DELIVERED,EAST
O10353,C1253,2025-06-26 15:45:09,PLACED,CENTRAL
O10354,C1435,2025-05-17 05:19:28,PLACED,SOUTH
O10355,C1473,2025-11-28 10:27:55,DELIVERED,NORTH
O10356,C1277,2026-04-01 04:18:01,CANCELLED,CENTRAL
O10357,C1213,14-12-2025 14:42:39,DELIVERED,SOUTH
O10358,C1165,2025-12-29 22:25:44,SHIPPED,WEST
O10359,C1148,2025-11-17 06:04:58,RETURNED,CENTRAL
O10360,C1341,2025-08-27 03:50:18,SHIPPED,WEST
O10361,C1357,2026-03-06 16:15:22,DELIVERED,EAST
O10362,C1444,2025-03-28 13:17:39,DELIVERED,NORTH
O10363,C1036,2025-02-08 19:23:26,DELIVERED,EAST
O10364,C1373,2024-06-29 05:58:22,RETURNED,SOUTH
O10365,,2025-08-14 14:28:43,PLACED,EAST
O10366,C1402,2024-07-09 12:29:36,RETURNED,EAST
O10367,C1270,2025-09-18 18:32:01,PLACED,NORTH
O10368,C1459,2025-04-05 09:34:56,RETURNED,SOUTH
O10369,C1179,2024-11-01 22:31:03,DELIVERED,WEST
O10370,C1284,2024-09-07 02:09:35,DELIVERED,NORTH
O10371,C1042,2025-02-19 18:39:12,PLACED,WEST
O10372,C1062,2026-04-27 05:48:07,DELIVERED,NORTH
O10373,C1021,2025-08-08 21:48:52,DELIVERED,SOUTH
O10374,C1438,2024-10-07 08:58:14,PLACED,CENTRAL
O10375,C1212,2025-04-17 18:20:04,DELIVERED,EAST
O10376,C1082,2025-02-13 21:49:42,PLACED,CENTRAL
O10377,C1142,2025-01-22 15:15:24,DELIVERED,NORTH
O10378,C1304,2024-06-05 02:25:47,DELIVERED,EAST
O10379,C1496,2024-07-21 14:28:46,PLACED,WEST
O10380,C1311,2024-09-18 04:27:28,SHIPPED,EAST
O10381,C1341,2024-07-05 08:55:38,DELIVERED,WEST
O10382,C1519,2025-01-19 20:43:08,DELIVERED,WEST
O10383,C1298,2024-06-22 20:22:19,CANCELLED,EAST
O10384,C1024,2024-12-23 00:53:38,RETURNED,CENTRAL
O10385,C1350,2026-04-15 22:19:29,SHIPPED,CENTRAL
O10386,C1437,2024-07-31 16:24:58,DELIVERED,SOUTH
O10387,C1006,2025-12-25 10:14:01,SHIPPED,EAST
O10388,C1152,2025-01-01 12:05:48,SHIPPED,WEST
O10389,C1130,2025-08-05 08:12:37,SHIPPED,SOUTH
O10390,C1299,19-07-2024 12:26:51,DELIVERED,NORTH
O10391,C1296,2026-01-26 07:34:24,PLACED,NORTH
O10392,C1232,2025-03-05 08:03:52,DELIVERED,EAST
O10393,C1118,2024-10-13 17:36:49,DELIVERED,SOUTH
O10394,C1543,2025-02-23 11:15:44,SHIPPED,WEST
O10395,C1073,2026-02-03 08:55:45,DELIVERED,EAST
O10396,,2024-06-25 06:09:41,SHIPPED,SOUTH
O10397,C1046,2024-06-05 07:15:57,CANCELLED,NORTH
O10398,C1267,2025-11-16 22:54:43,RETURNED,WEST
O10399,C1135,2025-01-09 04:07:29,PLACED,EAST
O10400,C1362,2024-10-21 03:03:32,DELIVERED,NORTH
O10401,,2024-06-06 11:39:24,DELIVERED,EAST
O10402,C1228,2025-09-03 04:03:50,PLACED,CENTRAL
O10403,C1420,2024-10-11 05:41:02,SHIPPED,WEST
O10404,C1212,2024-08-17 21:18:47,PLACED,SOUTH
O10405,C1092,2025-03-10 03:04:43,PLACED,CENTRAL
O10406,C1404,2024-12-20 05:11:00,DELIVERED,SOUTH
O10407,C1343,2024-11-19 21:55:31,DELIVERED,EAST
O10408,C1190,2024-08-10 08:48:52,DELIVERED,SOUTH
O10409,C1456,2025-06-28 21:12:05,DELIVERED,SOUTH
O10410,C1184,2024-10-03 10:38:49,DELIVERED,EAST
O10411,C1424,2025-10-03 17:43:30,DELIVERED,CENTRAL
O10412,C1110,2025-11-23 09:57:58,RETURNED,NORTH
O10413,C1481,2024-08-13 03:57:59,DELIVERED,EAST
O10414,C1102,2026-03-07 19:06:09,DELIVERED,EAST
O10415,C1394,2025-01-21 14:04:10,DELIVERED,WEST
O10416,C1426,2026-03-30 12:27:23,SHIPPED,EAST
O10417,C1153,2024-07-16 07:39:18,DELIVERED,EAST
O10418,C1296,2025-11-04 08:55:45,DELIVERED,SOUTH
O10419,C1362,2025-11-15 08:14:58,DELIVERED,CENTRAL
O10420,C1397,2025-09-10 09:08:44,DELIVERED,WEST
O10421,C1128,2025-02-17 00:05:01,PLACED,WEST
O10422,C1175,12-11-2024 05:27:14,SHIPPED,WEST
O10423,C1367,2025-10-30 03:26:43,SHIPPED,NORTH
O10424,C1445,2025-03-01 02:37:08,DELIVERED,CENTRAL
O10425,C1208,2025-09-21 11:33:58,DELIVERED,CENTRAL
O10426,C1095,2026-03-06 17:15:00,SHIPPED,SOUTH
O10427,C1302,2025-09-15 11:21:37,SHIPPED,NORTH
